ID,Location1,Location2,Distance_km
472,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Zakopiańska – Jugowicka – Zawiła,11.412409065784134
473,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,4.96799404463557
474,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Księcia Józefa – Most Zwierzyniecki,10.885291411524868
475,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,9.320910680839056
476,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Mickiewicza – Piłsudskiego – Focha,6.309084461653202
477,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Mickiewicza – Reymonta,6.150808425717748
478,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Słowackiego – Prądnicka – Długa,4.9468095668158485
479,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Beliny-Prażmowskiego – Brodowicza,3.710756285640377
480,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),7.172537787499136
481,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,7.4047840881144396
482,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Zakopiańska – Wadowicka – Tischnera – Brożka,7.99784770684747
483,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,8.355995849541703
484,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,5.844138269538557
485,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Bratysławska – Doktora Twardego – Wybickiego,4.873020902777379
486,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Piastowska – Lea,7.107626975435433
487,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Armii Krajowej – Zarzecze,8.18322759585812
488,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,9.033346899692328
489,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Piastowska – Armii Krajowej – Nawojki,7.241617359551282
490,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Herberta – Turowicza – Trasa Łagiewnicka,9.037912690158052
491,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Witosa – Nowosądecka – Łużycka,8.601925918428842
492,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Nowosądecka,7.246982535779221
493,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Teligi – Kostaneckiego,8.205431566455706
494,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,4.23960351438482
495,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. 29 Listopada – Opolska – Lublańska,3.3445857749745485
496,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Ks. Józefa – Jodłowa,10.340898500115399
497,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Zakopiańska – Jugowicka – Zawiła,10.500236630612717
498,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,2.2255847002006077
499,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Księcia Józefa – Most Zwierzyniecki,8.213319344945234
500,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,5.244634511892111
501,al. 29 Listopada – Opolska – Lublańska,al. Mickiewicza – Piłsudskiego – Focha,3.660159672881206
502,al. 29 Listopada – Opolska – Lublańska,al. Mickiewicza – Reymonta,3.32034566760377
503,al. 29 Listopada – Opolska – Lublańska,al. Słowackiego – Prądnicka – Długa,1.9379199712468431
504,al. 29 Listopada – Opolska – Lublańska,Beliny-Prażmowskiego – Brodowicza,2.0432711981749345
505,al. 29 Listopada – Opolska – Lublańska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.623700446497592
506,al. 29 Listopada – Opolska – Lublańska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.111853784036294
507,al. 29 Listopada – Opolska – Lublańska,Zakopiańska – Wadowicka – Tischnera – Brożka,6.474263156842777
508,al. 29 Listopada – Opolska – Lublańska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,6.532096112054892
509,al. 29 Listopada – Opolska – Lublańska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.9425902184557975
510,al. 29 Listopada – Opolska – Lublańska,Bratysławska – Doktora Twardego – Wybickiego,1.5343479099119077
511,al. 29 Listopada – Opolska – Lublańska,Piastowska – Lea,3.8758959445841845
512,al. 29 Listopada – Opolska – Lublańska,Armii Krajowej – Zarzecze,4.873087951551023
513,al. 29 Listopada – Opolska – Lublańska,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.944843817099878
514,al. 29 Listopada – Opolska – Lublańska,Piastowska – Armii Krajowej – Nawojki,4.047299846370585
515,al. 29 Listopada – Opolska – Lublańska,Herberta – Turowicza – Trasa Łagiewnicka,7.955111859253883
516,al. 29 Listopada – Opolska – Lublańska,Witosa – Nowosądecka – Łużycka,8.07605636521444
517,al. 29 Listopada – Opolska – Lublańska,Wielicka – Nowosądecka,7.131717857454156
518,al. 29 Listopada – Opolska – Lublańska,Wielicka – Teligi – Kostaneckiego,8.647881601987603
519,al. 29 Listopada – Opolska – Lublańska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,7.274902907981543
520,al. 29 Listopada – Opolska – Lublańska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,3.3445857749745485
521,al. 29 Listopada – Opolska – Lublańska,Ks. Józefa – Jodłowa,7.397287897481436
522,al. 29 Listopada – Opolska – Lublańska,Zakopiańska – Jugowicka – Zawiła,9.043636979868984
523,al. 29 Listopada – Opolska – Lublańska,Mogilska – Lema – al. Jana Pawła II – Meissnera,2.6250175873551806
524,al. 29 Listopada – Opolska – Lublańska,Księcia Józefa – Most Zwierzyniecki,5.513806086103165
525,al. 29 Listopada – Opolska – Lublańska,Pachońskiego – Sosabowskiego – Trasa Wolbromska,2.0817651551318264
526,Ks. Józefa – Jodłowa,al. Mickiewicza – Piłsudskiego – Focha,4.061115200860536
527,Ks. Józefa – Jodłowa,al. Mickiewicza – Reymonta,4.192429788388899
528,Ks. Józefa – Jodłowa,al. Słowackiego – Prądnicka – Długa,5.4894743520453435
529,Ks. Józefa – Jodłowa,Beliny-Prażmowskiego – Brodowicza,6.710412473456007
530,Ks. Józefa – Jodłowa,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.024441487833875
531,Ks. Józefa – Jodłowa,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,3.524567586583338
532,Ks. Józefa – Jodłowa,Zakopiańska – Wadowicka – Tischnera – Brożka,4.988112206896612
533,Ks. Józefa – Jodłowa,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,4.221176645829103
534,Ks. Józefa – Jodłowa,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.402488748637522
535,Ks. Józefa – Jodłowa,Bratysławska – Doktora Twardego – Wybickiego,6.083974676788533
536,Ks. Józefa – Jodłowa,Piastowska – Lea,3.744159538296238
537,Ks. Józefa – Jodłowa,Armii Krajowej – Zarzecze,3.5005392764143584
538,Ks. Józefa – Jodłowa,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,3.435597117021348
539,Ks. Józefa – Jodłowa,Piastowska – Armii Krajowej – Nawojki,3.5029274825618586
540,Ks. Józefa – Jodłowa,Herberta – Turowicza – Trasa Łagiewnicka,6.292035302471628
541,Ks. Józefa – Jodłowa,Witosa – Nowosądecka – Łużycka,7.592572470094348
542,Ks. Józefa – Jodłowa,Wielicka – Nowosądecka,8.07850033503728
543,Ks. Józefa – Jodłowa,Wielicka – Teligi – Kostaneckiego,9.797385126972616
544,Ks. Józefa – Jodłowa,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,13.157341441770152
545,Ks. Józefa – Jodłowa,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,10.340898500115399
546,Ks. Józefa – Jodłowa,al. 29 Listopada – Opolska – Lublańska,7.397287897481436
547,Ks. Józefa – Jodłowa,Zakopiańska – Jugowicka – Zawiła,5.756534545508894
548,Ks. Józefa – Jodłowa,Mogilska – Lema – al. Jana Pawła II – Meissnera,8.441215794510555
549,Ks. Józefa – Jodłowa,Księcia Józefa – Most Zwierzyniecki,2.275290903157724
550,Ks. Józefa – Jodłowa,Pachońskiego – Sosabowskiego – Trasa Wolbromska,6.770271997295965
551,Zakopiańska – Jugowicka – Zawiła,al. Mickiewicza – Piłsudskiego – Focha,5.808124285107639
552,Zakopiańska – Jugowicka – Zawiła,al. Mickiewicza – Reymonta,6.311384077455672
553,Zakopiańska – Jugowicka – Zawiła,al. Słowackiego – Prądnicka – Długa,7.443712073637219
554,Zakopiańska – Jugowicka – Zawiła,Beliny-Prażmowskiego – Brodowicza,7.212172913736282
555,Zakopiańska – Jugowicka – Zawiła,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.4449783309969932
556,Zakopiańska – Jugowicka – Zawiła,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.276457270677342
557,Zakopiańska – Jugowicka – Zawiła,Zakopiańska – Wadowicka – Tischnera – Brożka,2.5842242910191464
558,Zakopiańska – Jugowicka – Zawiła,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,2.593940518453358
559,Zakopiańska – Jugowicka – Zawiła,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.664396108377284
560,Zakopiańska – Jugowicka – Zawiła,Bratysławska – Doktora Twardego – Wybickiego,8.56988986934577
561,Zakopiańska – Jugowicka – Zawiła,Piastowska – Lea,7.394422399533799
562,Zakopiańska – Jugowicka – Zawiła,Armii Krajowej – Zarzecze,8.070551112857066
563,Zakopiańska – Jugowicka – Zawiła,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,2.6676362826757742
564,Zakopiańska – Jugowicka – Zawiła,Piastowska – Armii Krajowej – Nawojki,7.15954794769557
565,Zakopiańska – Jugowicka – Zawiła,Herberta – Turowicza – Trasa Łagiewnicka,1.6975154528916236
566,Zakopiańska – Jugowicka – Zawiła,Witosa – Nowosądecka – Łużycka,3.0048992677401216
567,Zakopiańska – Jugowicka – Zawiła,Wielicka – Nowosądecka,4.345388550091146
568,Zakopiańska – Jugowicka – Zawiła,Wielicka – Teligi – Kostaneckiego,5.391956494952849
569,Zakopiańska – Jugowicka – Zawiła,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,11.412409065784134
570,Zakopiańska – Jugowicka – Zawiła,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,10.500236630612717
571,Zakopiańska – Jugowicka – Zawiła,al. 29 Listopada – Opolska – Lublańska,9.043636979868984
572,Zakopiańska – Jugowicka – Zawiła,Ks. Józefa – Jodłowa,5.756534545508894
573,Zakopiańska – Jugowicka – Zawiła,Mogilska – Lema – al. Jana Pawła II – Meissnera,8.281651060830159
574,Zakopiańska – Jugowicka – Zawiła,Księcia Józefa – Most Zwierzyniecki,4.907759168675046
575,Zakopiańska – Jugowicka – Zawiła,Pachońskiego – Sosabowskiego – Trasa Wolbromska,9.758610676720243
576,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Mickiewicza – Piłsudskiego – Focha,4.3837223491986705
577,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Mickiewicza – Reymonta,4.341244896350046
578,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Słowackiego – Prądnicka – Długa,3.4137108366973323
579,Mogilska – Lema – al. Jana Pawła II – Meissnera,Beliny-Prażmowskiego – Brodowicza,1.7474767722583946
580,Mogilska – Lema – al. Jana Pawła II – Meissnera,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),4.948636896440045
581,Mogilska – Lema – al. Jana Pawła II – Meissnera,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.289740846937013
582,Mogilska – Lema – al. Jana Pawła II – Meissnera,Zakopiańska – Wadowicka – Tischnera – Brożka,5.772263006929394
583,Mogilska – Lema – al. Jana Pawła II – Meissnera,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,6.141498511446433
584,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,3.638647695515913
585,Mogilska – Lema – al. Jana Pawła II – Meissnera,Bratysławska – Doktora Twardego – Wybickiego,3.829518729904103
586,Mogilska – Lema – al. Jana Pawła II – Meissnera,Piastowska – Lea,5.61013837748128
587,Mogilska – Lema – al. Jana Pawła II – Meissnera,Armii Krajowej – Zarzecze,6.802713304872002
588,Mogilska – Lema – al. Jana Pawła II – Meissnera,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.844841084091884
589,Mogilska – Lema – al. Jana Pawła II – Meissnera,Piastowska – Armii Krajowej – Nawojki,5.682386929633144
590,Mogilska – Lema – al. Jana Pawła II – Meissnera,Herberta – Turowicza – Trasa Łagiewnicka,6.849450342243941
591,Mogilska – Lema – al. Jana Pawła II – Meissnera,Witosa – Nowosądecka – Łużycka,6.523441063849624
592,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Nowosądecka,5.271470488808448
593,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Teligi – Kostaneckiego,6.495095588819416
594,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,4.96799404463557
595,Mogilska – Lema – al. Jana Pawła II – Meissnera,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,2.2255847002006077
596,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. 29 Listopada – Opolska – Lublańska,2.6250175873551806
597,Mogilska – Lema – al. Jana Pawła II – Meissnera,Ks. Józefa – Jodłowa,8.441215794510555
598,Mogilska – Lema – al. Jana Pawła II – Meissnera,Zakopiańska – Jugowicka – Zawiła,8.281651060830159
599,Mogilska – Lema – al. Jana Pawła II – Meissnera,Księcia Józefa – Most Zwierzyniecki,6.225807652160409
600,Mogilska – Lema – al. Jana Pawła II – Meissnera,Pachońskiego – Sosabowskiego – Trasa Wolbromska,4.685265848114565
601,Księcia Józefa – Most Zwierzyniecki,al. Mickiewicza – Piłsudskiego – Focha,1.9143009339146018
602,Księcia Józefa – Most Zwierzyniecki,al. Mickiewicza – Reymonta,2.1934908891608225
603,Księcia Józefa – Most Zwierzyniecki,al. Słowackiego – Prądnicka – Długa,3.5793872695980413
604,Księcia Józefa – Most Zwierzyniecki,Beliny-Prażmowskiego – Brodowicza,4.524006622707898
605,Księcia Józefa – Most Zwierzyniecki,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.0038656600739464
606,Księcia Józefa – Most Zwierzyniecki,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,1.331468616110207
607,Księcia Józefa – Most Zwierzyniecki,Zakopiańska – Wadowicka – Tischnera – Brożka,3.2397937673610557
608,Księcia Józefa – Most Zwierzyniecki,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,2.6105987070023433
609,Księcia Józefa – Most Zwierzyniecki,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.208428020786167
610,Księcia Józefa – Most Zwierzyniecki,Bratysławska – Doktora Twardego – Wybickiego,4.4360174537153405
611,Księcia Józefa – Most Zwierzyniecki,Piastowska – Lea,2.593098524737058
612,Księcia Józefa – Most Zwierzyniecki,Armii Krajowej – Zarzecze,3.163700205596192
613,Księcia Józefa – Most Zwierzyniecki,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,2.2406658003967475
614,Księcia Józefa – Most Zwierzyniecki,Piastowska – Armii Krajowej – Nawojki,2.3369304374620743
615,Księcia Józefa – Most Zwierzyniecki,Herberta – Turowicza – Trasa Łagiewnicka,4.836827077801974
616,Księcia Józefa – Most Zwierzyniecki,Witosa – Nowosądecka – Łużycka,5.916468175329412
617,Księcia Józefa – Most Zwierzyniecki,Wielicka – Nowosądecka,6.1120392545243485
618,Księcia Józefa – Most Zwierzyniecki,Wielicka – Teligi – Kostaneckiego,7.899407560236842
619,Księcia Józefa – Most Zwierzyniecki,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.885291411524868
620,Księcia Józefa – Most Zwierzyniecki,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.213319344945234
621,Księcia Józefa – Most Zwierzyniecki,al. 29 Listopada – Opolska – Lublańska,5.513806086103165
622,Księcia Józefa – Most Zwierzyniecki,Ks. Józefa – Jodłowa,2.275290903157724
623,Księcia Józefa – Most Zwierzyniecki,Zakopiańska – Jugowicka – Zawiła,4.907759168675046
624,Księcia Józefa – Most Zwierzyniecki,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.225807652160409
625,Księcia Józefa – Most Zwierzyniecki,Pachońskiego – Sosabowskiego – Trasa Wolbromska,5.404129390055913
626,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Mickiewicza – Piłsudskiego – Focha,3.9561724571380443
627,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Mickiewicza – Reymonta,3.4628580260245356
628,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Słowackiego – Prądnicka – Długa,2.401763636680733
629,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Beliny-Prażmowskiego – Brodowicza,3.69625626861967
630,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),6.552484327230827
631,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.512418312341396
632,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Zakopiańska – Wadowicka – Tischnera – Brożka,7.3288707802201625
633,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,7.164722648184508
634,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.3254088507583415
635,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Bratysławska – Doktora Twardego – Wybickiego,1.250735387524969
636,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Piastowska – Lea,3.0311582640929466
637,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Armii Krajowej – Zarzecze,3.5824430901921502
638,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,7.321963442757359
639,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Piastowska – Armii Krajowej – Nawojki,3.2824056633800316
640,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Herberta – Turowicza – Trasa Łagiewnicka,8.969768746820025
641,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Witosa – Nowosądecka – Łużycka,9.378144486133534
642,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Nowosądecka,8.66662153548596
643,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Teligi – Kostaneckiego,10.317833733548452
644,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,9.320910680839056
645,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,5.244634511892111
646,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. 29 Listopada – Opolska – Lublańska,2.0817651551318264
647,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Ks. Józefa – Jodłowa,6.770271997295965
648,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Zakopiańska – Jugowicka – Zawiła,9.758610676720243
649,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Mogilska – Lema – al. Jana Pawła II – Meissnera,4.685265848114565
650,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Księcia Józefa – Most Zwierzyniecki,5.404129390055913
