ID,Location1,Location2,Distance_km,Travel_Time_hr
617,Księcia Józefa – Most Zwierzyniecki,Wielicka – Nowosądecka,7.098441398474468,0:06:51.042115
618,Księcia Józefa – Most Zwierzyniecki,Wielicka – Teligi – Kostaneckiego,8.916774580261892,0:08:24.472962
619,Księcia Józefa – Most Zwierzyniecki,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,12.187398606074316,0:13:31.134685
620,Księcia Józefa – Most Zwierzyniecki,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,10.131069028590346,0:11:13.844025
621,Księcia Józefa – Most Zwierzyniecki,al. 29 Listopada – Opolska – Lublańska,6.780029026253864,0:08:22.573596
622,Księcia Józefa – Most Zwierzyniecki,Ks. Józefa – Jodłowa,2.2999240628502733,0:02:55.310063
623,Księcia Józefa – Most Zwierzyniecki,Zakopiańska – Jugowicka – Zawiła,6.629379635158719,0:06:40.013179
624,Księcia Józefa – Most Zwierzyniecki,Mogilska – Lema – al. Jana Pawła II – Meissnera,7.713075909567706,0:08:58.508796
625,Księcia Józefa – Most Zwierzyniecki,Pachońskiego – Sosabowskiego – Trasa Wolbromska,7.40068627321988,0:09:42.996074
626,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Mickiewicza – Piłsudskiego – Focha,4.925695117359589,0:05:52.242696
627,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Mickiewicza – Reymonta,4.394439371218797,0:05:13.992282
628,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Słowackiego – Prądnicka – Długa,2.8849276112493456,0:03:25.307435
629,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Beliny-Prażmowskiego – Brodowicza,5.768307559830888,0:05:58.353370
630,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),7.838496152270537,0:08:45.866261
631,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,6.990337631730248,0:08:19.486732
632,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Zakopiańska – Wadowicka – Tischnera – Brożka,8.613524017180302,0:09:41.668267
633,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,8.74076423066724,0:10:10.836980
634,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,8.503307648569,0:09:05.044384
635,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Bratysławska – Doktora Twardego – Wybickiego,1.5742402020133262,0:01:50.937942
636,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Piastowska – Lea,3.9990491619379487,0:05:01.671948
637,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Armii Krajowej – Zarzecze,4.466190951282562,0:04:44.564142
638,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,9.386900978190663,0:10:51.580211
639,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Piastowska – Armii Krajowej – Nawojki,4.258300702933835,0:05:20.338059
640,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Herberta – Turowicza – Trasa Łagiewnicka,10.388380913327229,0:11:12.304241
641,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Witosa – Nowosądecka – Łużycka,11.132483567391134,0:12:32.129561
642,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Nowosądecka,10.928941435023432,0:11:34.418933
643,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Wielicka – Teligi – Kostaneckiego,12.74727461681086,0:13:07.849779
644,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.941353368882657,0:10:21.236257
645,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,5.708391119175541,0:05:07.554967
646,Pachońskiego – Sosabowskiego – Trasa Wolbromska,al. 29 Listopada – Opolska – Lublańska,2.361297898642619,0:02:22.270256
647,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Ks. Józefa – Jodłowa,9.33587558900193,0:12:07.989841
648,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Zakopiańska – Jugowicka – Zawiła,11.198366554240733,0:12:09.769685
649,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.345349068465942,0:05:33.695653
650,Pachońskiego – Sosabowskiego – Trasa Wolbromska,Księcia Józefa – Most Zwierzyniecki,7.035951526151655,0:09:12.679778
